title|sub_category-name|company-name|description|personal_or_group|is_allowed_one_day|price_of_one_day|count_of_week|count_of_month|price_of_month|preparation|maximum_number_of_enrollment|curriculum_in_first_week|curriculum_in_second_week|curriculum_in_third_week|curriculum_in_fourth_week|curriculum_in_fifth_week|dayOfWeek|startTime|duration
통기타 초급자를 위한 재밌는 1:1강습|acoustic_guitar|스마일라이프|첫 수업 시작전 학생분과의 개별 면담및 간단한 오리앤테이션을 통하여 100%맞춤형으로 수업 방향 및 연습 곡들을 택하고 결정합니다.(학생분이 좋아하고 꼭 해보고 싶었던 곡들 위주로 프로그램 구성) 기초 코드를 익힌 후 바로 연습곡(가요,팝송)등을 통하여 실습에 들어갑니다.|personal|FALSE|40000|1|4|150000|개인 악기가 없을 시 학원 악기 사용,수업 교재,악보등은 선생님께서 드림|1|기타의 이해,기타와 친해지기~!!! - C Major Scale의 이해,-TAB의 이해,-크로매틱 연습,-손가락 포지션연습,- 앞으로의 곡들 선정 |코드 진행을 익히자~!!! -Power코드 이해,-8비트 Mute연주법 익히기,-Am 펜타토닉 연습,- 연습곡: Smoke on the water- Deep purple,미인- 시나위|실전 돌입~!!! - 16비트 연주법 익히기. -Mute Stroke 구분연주,-비브라토,밴딩등 테크닉연습,연습곡 코드진행 익히기,-연습곡: Still got the Bules- Gary moore,사랑해서,사랑해서-부활|밴드 곡을 완성하자~!!! -TB코드와 주법연습,-밴드합주(앙상블)연습,- 연습곡:학생분이 꼭 연주 해보고 싶었던 곡들||Thu|12:00:00|0:50:00
통기타 초급자를 위한 재밌는 1:1강습|acoustic_guitar|스마일라이프|첫 수업 시작전 학생분과의 개별 면담및 간단한 오리앤테이션을 통하여 100%맞춤형으로 수업 방향 및 연습 곡들을 택하고 결정합니다.(학생분이 좋아하고 꼭 해보고 싶었던 곡들 위주로 프로그램 구성) 기초 코드를 익힌 후 바로 연습곡(가요,팝송)등을 통하여 실습에 들어갑니다.|personal|FALSE|40000|1|4|150000|개인 악기가 없을 시 학원 악기 사용,수업 교재,악보등은 선생님께서 드림|1|기타의 이해,기타와 친해지기~!!! - C Major Scale의 이해,-TAB의 이해,-크로매틱 연습,-손가락 포지션연습,- 앞으로의 곡들 선정 |코드 진행을 익히자~!!! -Power코드 이해,-8비트 Mute연주법 익히기,-Am 펜타토닉 연습,- 연습곡: Smoke on the water- Deep purple,미인- 시나위|실전 돌입~!!! - 16비트 연주법 익히기. -Mute Stroke 구분연주,-비브라토,밴딩등 테크닉연습,연습곡 코드진행 익히기,-연습곡: Still got the Bules- Gary moore,사랑해서,사랑해서-부활|밴드 곡을 완성하자~!!! -TB코드와 주법연습,-밴드합주(앙상블)연습,- 연습곡:학생분이 꼭 연주 해보고 싶었던 곡들||Fri|12:00:00|0:50:00
통기타 초급자를 위한 재밌는 1:1강습|acoustic_guitar|스마일라이프|첫 수업 시작전 학생분과의 개별 면담및 간단한 오리앤테이션을 통하여 100%맞춤형으로 수업 방향 및 연습 곡들을 택하고 결정합니다.(학생분이 좋아하고 꼭 해보고 싶었던 곡들 위주로 프로그램 구성) 기초 코드를 익힌 후 바로 연습곡(가요,팝송)등을 통하여 실습에 들어갑니다.|personal|FALSE|40000|1|4|150000|개인 악기가 없을 시 학원 악기 사용,수업 교재,악보등은 선생님께서 드림|1|기타의 이해,기타와 친해지기~!!! - C Major Scale의 이해,-TAB의 이해,-크로매틱 연습,-손가락 포지션연습,- 앞으로의 곡들 선정 |코드 진행을 익히자~!!! -Power코드 이해,-8비트 Mute연주법 익히기,-Am 펜타토닉 연습,- 연습곡: Smoke on the water- Deep purple,미인- 시나위|실전 돌입~!!! - 16비트 연주법 익히기. -Mute Stroke 구분연주,-비브라토,밴딩등 테크닉연습,연습곡 코드진행 익히기,-연습곡: Still got the Bules- Gary moore,사랑해서,사랑해서-부활|밴드 곡을 완성하자~!!! -TB코드와 주법연습,-밴드합주(앙상블)연습,- 연습곡:학생분이 꼭 연주 해보고 싶었던 곡들||Sat|12:00:00|0:50:00
통기타 초급자를 위한 재밌는 1:1강습|acoustic_guitar|스마일라이프|첫 수업 시작전 학생분과의 개별 면담및 간단한 오리앤테이션을 통하여 100%맞춤형으로 수업 방향 및 연습 곡들을 택하고 결정합니다.(학생분이 좋아하고 꼭 해보고 싶었던 곡들 위주로 프로그램 구성) 기초 코드를 익힌 후 바로 연습곡(가요,팝송)등을 통하여 실습에 들어갑니다.|personal|FALSE|40000|1|4|150000|개인 악기가 없을 시 학원 악기 사용,수업 교재,악보등은 선생님께서 드림|1|기타의 이해,기타와 친해지기~!!! - C Major Scale의 이해,-TAB의 이해,-크로매틱 연습,-손가락 포지션연습,- 앞으로의 곡들 선정 |코드 진행을 익히자~!!! -Power코드 이해,-8비트 Mute연주법 익히기,-Am 펜타토닉 연습,- 연습곡: Smoke on the water- Deep purple,미인- 시나위|실전 돌입~!!! - 16비트 연주법 익히기. -Mute Stroke 구분연주,-비브라토,밴딩등 테크닉연습,연습곡 코드진행 익히기,-연습곡: Still got the Bules- Gary moore,사랑해서,사랑해서-부활|밴드 곡을 완성하자~!!! -TB코드와 주법연습,-밴드합주(앙상블)연습,- 연습곡:학생분이 꼭 연주 해보고 싶었던 곡들||Sun|12:00:00|0:50:00
통기타 초급자를 위한 재밌는 1:1강습|acoustic_guitar|스마일라이프|첫 수업 시작전 학생분과의 개별 면담및 간단한 오리앤테이션을 통하여 100%맞춤형으로 수업 방향 및 연습 곡들을 택하고 결정합니다.(학생분이 좋아하고 꼭 해보고 싶었던 곡들 위주로 프로그램 구성) 기초 코드를 익힌 후 바로 연습곡(가요,팝송)등을 통하여 실습에 들어갑니다.|personal|FALSE|40000|1|4|150000|개인 악기가 없을 시 학원 악기 사용,수업 교재,악보등은 선생님께서 드림|1|기타의 이해,기타와 친해지기~!!! - C Major Scale의 이해,-TAB의 이해,-크로매틱 연습,-손가락 포지션연습,- 앞으로의 곡들 선정 |코드 진행을 익히자~!!! -Power코드 이해,-8비트 Mute연주법 익히기,-Am 펜타토닉 연습,- 연습곡: Smoke on the water- Deep purple,미인- 시나위|실전 돌입~!!! - 16비트 연주법 익히기. -Mute Stroke 구분연주,-비브라토,밴딩등 테크닉연습,연습곡 코드진행 익히기,-연습곡: Still got the Bules- Gary moore,사랑해서,사랑해서-부활|밴드 곡을 완성하자~!!! -TB코드와 주법연습,-밴드합주(앙상블)연습,- 연습곡:학생분이 꼭 연주 해보고 싶었던 곡들||Mon|13:00:00|0:50:00
통기타 초급자를 위한 재밌는 1:1강습|acoustic_guitar|스마일라이프|첫 수업 시작전 학생분과의 개별 면담및 간단한 오리앤테이션을 통하여 100%맞춤형으로 수업 방향 및 연습 곡들을 택하고 결정합니다.(학생분이 좋아하고 꼭 해보고 싶었던 곡들 위주로 프로그램 구성) 기초 코드를 익힌 후 바로 연습곡(가요,팝송)등을 통하여 실습에 들어갑니다.|personal|FALSE|40000|1|4|150000|개인 악기가 없을 시 학원 악기 사용,수업 교재,악보등은 선생님께서 드림|1|기타의 이해,기타와 친해지기~!!! - C Major Scale의 이해,-TAB의 이해,-크로매틱 연습,-손가락 포지션연습,- 앞으로의 곡들 선정 |코드 진행을 익히자~!!! -Power코드 이해,-8비트 Mute연주법 익히기,-Am 펜타토닉 연습,- 연습곡: Smoke on the water- Deep purple,미인- 시나위|실전 돌입~!!! - 16비트 연주법 익히기. -Mute Stroke 구분연주,-비브라토,밴딩등 테크닉연습,연습곡 코드진행 익히기,-연습곡: Still got the Bules- Gary moore,사랑해서,사랑해서-부활|밴드 곡을 완성하자~!!! -TB코드와 주법연습,-밴드합주(앙상블)연습,- 연습곡:학생분이 꼭 연주 해보고 싶었던 곡들||Tue|13:00:00|0:50:00
통기타 초급자를 위한 재밌는 1:1강습|acoustic_guitar|스마일라이프|첫 수업 시작전 학생분과의 개별 면담및 간단한 오리앤테이션을 통하여 100%맞춤형으로 수업 방향 및 연습 곡들을 택하고 결정합니다.(학생분이 좋아하고 꼭 해보고 싶었던 곡들 위주로 프로그램 구성) 기초 코드를 익힌 후 바로 연습곡(가요,팝송)등을 통하여 실습에 들어갑니다.|personal|FALSE|40000|1|4|150000|개인 악기가 없을 시 학원 악기 사용,수업 교재,악보등은 선생님께서 드림|1|기타의 이해,기타와 친해지기~!!! - C Major Scale의 이해,-TAB의 이해,-크로매틱 연습,-손가락 포지션연습,- 앞으로의 곡들 선정 |코드 진행을 익히자~!!! -Power코드 이해,-8비트 Mute연주법 익히기,-Am 펜타토닉 연습,- 연습곡: Smoke on the water- Deep purple,미인- 시나위|실전 돌입~!!! - 16비트 연주법 익히기. -Mute Stroke 구분연주,-비브라토,밴딩등 테크닉연습,연습곡 코드진행 익히기,-연습곡: Still got the Bules- Gary moore,사랑해서,사랑해서-부활|밴드 곡을 완성하자~!!! -TB코드와 주법연습,-밴드합주(앙상블)연습,- 연습곡:학생분이 꼭 연주 해보고 싶었던 곡들||Wed|13:00:00|0:50:00
통기타 초급자를 위한 재밌는 1:1강습|acoustic_guitar|스마일라이프|첫 수업 시작전 학생분과의 개별 면담및 간단한 오리앤테이션을 통하여 100%맞춤형으로 수업 방향 및 연습 곡들을 택하고 결정합니다.(학생분이 좋아하고 꼭 해보고 싶었던 곡들 위주로 프로그램 구성) 기초 코드를 익힌 후 바로 연습곡(가요,팝송)등을 통하여 실습에 들어갑니다.|personal|FALSE|40000|1|4|150000|개인 악기가 없을 시 학원 악기 사용,수업 교재,악보등은 선생님께서 드림|1|기타의 이해,기타와 친해지기~!!! - C Major Scale의 이해,-TAB의 이해,-크로매틱 연습,-손가락 포지션연습,- 앞으로의 곡들 선정 |코드 진행을 익히자~!!! -Power코드 이해,-8비트 Mute연주법 익히기,-Am 펜타토닉 연습,- 연습곡: Smoke on the water- Deep purple,미인- 시나위|실전 돌입~!!! - 16비트 연주법 익히기. -Mute Stroke 구분연주,-비브라토,밴딩등 테크닉연습,연습곡 코드진행 익히기,-연습곡: Still got the Bules- Gary moore,사랑해서,사랑해서-부활|밴드 곡을 완성하자~!!! -TB코드와 주법연습,-밴드합주(앙상블)연습,- 연습곡:학생분이 꼭 연주 해보고 싶었던 곡들||Thu|13:00:00|0:50:00
통기타 초급자를 위한 재밌는 1:1강습|acoustic_guitar|스마일라이프|첫 수업 시작전 학생분과의 개별 면담및 간단한 오리앤테이션을 통하여 100%맞춤형으로 수업 방향 및 연습 곡들을 택하고 결정합니다.(학생분이 좋아하고 꼭 해보고 싶었던 곡들 위주로 프로그램 구성) 기초 코드를 익힌 후 바로 연습곡(가요,팝송)등을 통하여 실습에 들어갑니다.|personal|FALSE|40000|1|4|150000|개인 악기가 없을 시 학원 악기 사용,수업 교재,악보등은 선생님께서 드림|1|기타의 이해,기타와 친해지기~!!! - C Major Scale의 이해,-TAB의 이해,-크로매틱 연습,-손가락 포지션연습,- 앞으로의 곡들 선정 |코드 진행을 익히자~!!! -Power코드 이해,-8비트 Mute연주법 익히기,-Am 펜타토닉 연습,- 연습곡: Smoke on the water- Deep purple,미인- 시나위|실전 돌입~!!! - 16비트 연주법 익히기. -Mute Stroke 구분연주,-비브라토,밴딩등 테크닉연습,연습곡 코드진행 익히기,-연습곡: Still got the Bules- Gary moore,사랑해서,사랑해서-부활|밴드 곡을 완성하자~!!! -TB코드와 주법연습,-밴드합주(앙상블)연습,- 연습곡:학생분이 꼭 연주 해보고 싶었던 곡들||Fri|13:00:00|0:50:00
통기타 초급자를 위한 재밌는 1:1강습|acoustic_guitar|스마일라이프|첫 수업 시작전 학생분과의 개별 면담및 간단한 오리앤테이션을 통하여 100%맞춤형으로 수업 방향 및 연습 곡들을 택하고 결정합니다.(학생분이 좋아하고 꼭 해보고 싶었던 곡들 위주로 프로그램 구성) 기초 코드를 익힌 후 바로 연습곡(가요,팝송)등을 통하여 실습에 들어갑니다.|personal|FALSE|40000|1|4|150000|개인 악기가 없을 시 학원 악기 사용,수업 교재,악보등은 선생님께서 드림|1|기타의 이해,기타와 친해지기~!!! - C Major Scale의 이해,-TAB의 이해,-크로매틱 연습,-손가락 포지션연습,- 앞으로의 곡들 선정 |코드 진행을 익히자~!!! -Power코드 이해,-8비트 Mute연주법 익히기,-Am 펜타토닉 연습,- 연습곡: Smoke on the water- Deep purple,미인- 시나위|실전 돌입~!!! - 16비트 연주법 익히기. -Mute Stroke 구분연주,-비브라토,밴딩등 테크닉연습,연습곡 코드진행 익히기,-연습곡: Still got the Bules- Gary moore,사랑해서,사랑해서-부활|밴드 곡을 완성하자~!!! -TB코드와 주법연습,-밴드합주(앙상블)연습,- 연습곡:학생분이 꼭 연주 해보고 싶었던 곡들||Sat|13:00:00|0:50:00
통기타 초급자를 위한 재밌는 1:1강습|acoustic_guitar|스마일라이프|첫 수업 시작전 학생분과의 개별 면담및 간단한 오리앤테이션을 통하여 100%맞춤형으로 수업 방향 및 연습 곡들을 택하고 결정합니다.(학생분이 좋아하고 꼭 해보고 싶었던 곡들 위주로 프로그램 구성) 기초 코드를 익힌 후 바로 연습곡(가요,팝송)등을 통하여 실습에 들어갑니다.|personal|FALSE|40000|1|4|150000|개인 악기가 없을 시 학원 악기 사용,수업 교재,악보등은 선생님께서 드림|1|기타의 이해,기타와 친해지기~!!! - C Major Scale의 이해,-TAB의 이해,-크로매틱 연습,-손가락 포지션연습,- 앞으로의 곡들 선정 |코드 진행을 익히자~!!! -Power코드 이해,-8비트 Mute연주법 익히기,-Am 펜타토닉 연습,- 연습곡: Smoke on the water- Deep purple,미인- 시나위|실전 돌입~!!! - 16비트 연주법 익히기. -Mute Stroke 구분연주,-비브라토,밴딩등 테크닉연습,연습곡 코드진행 익히기,-연습곡: Still got the Bules- Gary moore,사랑해서,사랑해서-부활|밴드 곡을 완성하자~!!! -TB코드와 주법연습,-밴드합주(앙상블)연습,- 연습곡:학생분이 꼭 연주 해보고 싶었던 곡들||Sun|13:00:00|0:50:00
통기타 초급자를 위한 재밌는 1:1강습|acoustic_guitar|스마일라이프|첫 수업 시작전 학생분과의 개별 면담및 간단한 오리앤테이션을 통하여 100%맞춤형으로 수업 방향 및 연습 곡들을 택하고 결정합니다.(학생분이 좋아하고 꼭 해보고 싶었던 곡들 위주로 프로그램 구성) 기초 코드를 익힌 후 바로 연습곡(가요,팝송)등을 통하여 실습에 들어갑니다.|personal|FALSE|40000|1|4|150000|개인 악기가 없을 시 학원 악기 사용,수업 교재,악보등은 선생님께서 드림|1|기타의 이해,기타와 친해지기~!!! - C Major Scale의 이해,-TAB의 이해,-크로매틱 연습,-손가락 포지션연습,- 앞으로의 곡들 선정 |코드 진행을 익히자~!!! -Power코드 이해,-8비트 Mute연주법 익히기,-Am 펜타토닉 연습,- 연습곡: Smoke on the water- Deep purple,미인- 시나위|실전 돌입~!!! - 16비트 연주법 익히기. -Mute Stroke 구분연주,-비브라토,밴딩등 테크닉연습,연습곡 코드진행 익히기,-연습곡: Still got the Bules- Gary moore,사랑해서,사랑해서-부활|밴드 곡을 완성하자~!!! -TB코드와 주법연습,-밴드합주(앙상블)연습,- 연습곡:학생분이 꼭 연주 해보고 싶었던 곡들||Mon|14:00:00|0:50:00
